cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	invalid	10	man	20	1	0.329753404134472
small	invalid	10	man	20	1	0.506734910010989
big	invalid	10	man	20	1	0.379191254688678
small	invalid	10	man	20	1	0.424703981945205
big	invalid	10	man	20	1	0.387179379756458
small	invalid	10	man	20	1	0.401588774480069
big	invalid	10	man	20	1	0.374663104969709
small	invalid	10	man	20	0	0.475959909048827
big	invalid	10	man	20	1	0.374848508570262
small	invalid	10	man	20	1	0.237400596832829
big	invalid	10	man	20	1	0.3946974414434
small	invalid	10	man	20	1	0.40371887636434
big	invalid	10	man	20	1	0.347104324084888
small	invalid	10	man	20	1	0.303980262720383
big	invalid	10	man	20	1	0.39350996179733
small	invalid	10	man	20	1	0.356345974727193
big	invalid	10	man	20	1	0.317620588185791
small	invalid	10	man	20	1	0.30467756127372
big	invalid	10	man	20	0	0.368217551896254
small	invalid	10	man	20	1	0.425075215061974
big	invalid	10	man	20	1	0.308704299685586
small	invalid	10	man	20	1	0.473986045379983
big	invalid	10	man	20	0	0.537939945503053
small	invalid	10	man	20	1	0.296330570802962
big	invalid	10	man	20	1	0.409201193135128
small	invalid	10	man	20	1	0.460808278850682
big	invalid	10	man	20	0	0.267351944609415
small	invalid	10	man	20	1	0.509034409038482
big	invalid	10	man	20	1	0.459117916736832
small	invalid	10	man	20	1	0.645806894478349
big	invalid	10	man	20	1	0.293353499104191
small	invalid	10	man	20	1	0.414403092808962
big	invalid	10	man	20	1	0.497550391945046
small	invalid	10	man	20	1	0.368922020838343
big	invalid	10	man	20	1	0.286762698585067
small	invalid	10	man	20	99	0
big	invalid	10	man	20	1	0.392664358913566
small	invalid	10	man	20	1	0.371527141539881
big	invalid	10	man	20	1	0.253845961431138
small	invalid	10	man	20	1	0.524233954657283
big	invalid	10	man	20	1	0.367558736069171
small	invalid	10	man	20	1	0.446520061851274
big	invalid	10	man	20	1	0.352929849770291
small	invalid	10	man	20	0	0.438385522948627
big	invalid	10	man	20	1	0.327331736924987
small	invalid	10	man	20	1	0.379040702079078
big	invalid	10	man	20	1	0.342596219129754
small	invalid	10	man	20	1	0.375383196438887
big	invalid	10	man	20	1	0.336633114277049
small	invalid	10	man	20	1	0.464492829007792
big	invalid	10	man	20	1	0.271698403539396
small	invalid	10	man	20	1	0.315301690200932
big	invalid	10	man	20	1	0.381827413268887
small	invalid	10	man	20	1	0.531007587053655
big	invalid	10	man	20	1	0.402305199706632
small	invalid	10	man	20	1	0.356718707937202
big	invalid	10	man	20	1	0.352292792954748
small	invalid	10	man	20	1	0.393580537672897
big	invalid	10	man	20	1	0.376805080848222
small	invalid	10	man	20	1	0.4889633912303
big	invalid	10	man	20	1	0.447498045619557
small	invalid	10	man	20	1	0.357219329409601
big	invalid	10	man	20	1	0.400816810909239
small	invalid	10	man	20	1	0.368734992399053
big	invalid	10	man	20	1	0.271981019354443
small	invalid	10	man	20	1	0.278563584477295
big	invalid	10	man	20	1	0.350665596948435
small	invalid	10	man	20	1	0.498816177682478
big	invalid	10	man	20	1	0.352544806668395
small	invalid	10	man	20	1	0.468515796420763
big	invalid	10	man	20	1	0.337355735331879
small	invalid	10	man	20	1	0.402009817015486
big	invalid	10	man	20	0	0.420598146369163
small	invalid	10	man	20	1	0.602194276057723
big	invalid	10	man	20	1	0.448235129240218
small	invalid	10	man	20	1	0.405136043580923
big	invalid	10	man	20	1	0.20052560930633
small	invalid	10	man	20	1	0.385606571414496
big	invalid	10	man	20	1	0.457228358303201
small	invalid	10	man	20	1	0.354448225358973
big	invalid	10	man	20	1	0.283856008346159
small	invalid	10	man	20	1	0.374533844681785
big	invalid	10	man	20	1	0.343964896979505
small	invalid	10	man	20	1	0.299015289159932
big	invalid	10	man	20	1	0.486899247389286
small	invalid	10	man	20	1	0.401491386291253
big	invalid	10	man	20	1	0.284974553135579
small	invalid	10	man	20	1	0.268587786119313
big	invalid	10	man	20	0	0.390672151465626
small	invalid	10	man	20	1	0.396165682395211
big	invalid	10	man	20	1	0.268232899875548
small	invalid	10	man	20	1	0.59939342119622
big	invalid	10	man	20	1	0.438610002717216
small	invalid	10	man	20	1	0.358798044230045
big	invalid	10	man	20	0	0.429396048117306
small	invalid	10	man	20	1	0.601520810223381
big	invalid	10	man	20	1	0.476224834754748
small	invalid	10	man	20	1	0.450931055343067
big	invalid	10	man	20	1	0.308294308389574
small	invalid	10	man	20	1	0.374811224027255
big	invalid	10	man	20	1	0.285506054072338
small	invalid	10	man	20	1	0.546739844911561
big	invalid	10	man	20	1	0.306296095466029
small	invalid	10	man	20	1	0.356194893854868
big	invalid	10	man	20	1	0.284914224041836
small	invalid	10	man	20	1	0.31168452333751
big	invalid	10	man	20	1	0.172985930062241
small	invalid	10	man	20	1	0.504996339458096
big	invalid	10	man	20	1	0.413368068339716
small	invalid	10	man	20	1	0.328420986830342
big	invalid	10	man	20	1	0.446635610082254
small	invalid	10	man	20	1	0.316374924913462
big	invalid	10	man	20	0	0.316287580028053
small	invalid	10	man	20	1	0.452639894587609
big	invalid	10	man	20	1	0.443965743228913
small	invalid	10	man	20	1	0.473694751056125
big	invalid	10	man	20	1	0.324054181476913
small	invalid	10	man	20	1	0.414521997934495
big	invalid	10	man	20	1	0.327761481428933
small	invalid	10	man	20	1	0.380825857650824
big	invalid	10	man	20	99	0
small	invalid	10	man	20	1	0.346680500424437
big	invalid	10	man	20	0	0.216502022602909
small	invalid	10	man	20	1	0.403730189844763
big	invalid	10	man	20	1	0.34172347802092
small	invalid	10	man	20	1	0.376510207981115
big	invalid	10	man	20	1	0.446754700996935
small	invalid	10	man	20	1	0.357320775500901
big	invalid	10	man	20	1	0.333357774209053
small	invalid	10	man	20	1	0.499638354298506
big	invalid	10	man	20	1	0.426966841477771
small	invalid	10	man	20	1	0.421922560048219
big	invalid	10	man	20	0	0.324569280700079
small	invalid	10	man	20	1	0.545089528457575
big	invalid	10	man	20	1	0.198144021910117
small	invalid	10	man	20	99	0
big	invalid	10	man	20	1	0.343146444196168
small	invalid	10	man	20	1	0.424354159895978
big	invalid	10	man	20	1	0.261826156125812
small	invalid	10	man	20	1	0.24343377307878
big	invalid	10	man	20	1	0.329445881035353
small	invalid	10	man	20	1	0.308215383695348
big	invalid	10	man	20	1	0.370982779482641
small	invalid	10	man	20	1	0.701449727029756
big	invalid	10	man	20	1	0.526531061802724
small	invalid	10	man	20	1	0.314115381778853
big	invalid	10	man	20	1	0.368085820121798
small	invalid	10	man	20	1	0.454273869985803
